Field Key,Extent,Age as at 31/03/24,Field Key,Month,Yield_Month,Green_Leaf_Month,Extend,VP/SD_m,Date Last Pruned_m,10/1/2025 0:00,% on Divisional Extent,Plucking Round - Months,GL/Ha/Rd -Month,GL/Ha/Rd - Todate,Nitrogen per Hect- Month,Last 12 Months Nitrogen,Last 12 Months YPH - Nitrogen,Last 12 Months Nitrogen Ratio,PH Value,Foilar spraying Rounds,Plucking Average - Month,Plucking Average - Todate,LPH - Month,LPH - Todate,Green Leaf Todate,Extent Plucked To Date,Plucker To date,Wedding Date,Weeding Days,FERTILIZER_Less than 800,FERTILIZER_800 - 1400,FERTILIZER_1400-1900,FERTILIZER_1900,Yeild_Total,Green Leaf_Total,Month,Year,AirTemp_Max,AirTemp_Min,SoilTemp_Morning,SoilTemp_Afternoon,RH_Morning,RH_Afternoon,Sunshine,Evaporation,Rainfall,WetDays
11,6.48,31,11,Mar,191.844458,5500.777019,6.48,VP,Oct.2024,14,0.045620952,35,5.478216,6.895407,160,240,1352.212753,20.63628547,5.11,1,21.06521739,21.63508512,4.732510288,5.956790123,33834.64046,226.8,1351,45788,173,310,2030.5,4,8122,2557.926103,73343.69358,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
1-Nov,2.98,6,1-Nov,Mar,174.404052,2299.707564,2.98,VP,"Oct,2023",23,0.020980006,22,12.30081,18.539498,160,320,3489.243743,10.6631123,5.46,2,21.06315789,23.67047619,10.62639821,16.01586333,28770.26768,65.56,1050,45903,58,310,2008.8,4,8035.2,2559.486765,33749.62331,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
11/1A,2.27,24,11/1A,Mar,244.165673,2452.506926,2.27,VP,"Apr,2022",42,0.015981414,20,13.088541,20.971412,80,240,3805.496424,7.332722273,4.99,1,22.46753247,21.19513678,11.30690162,18.11674009,20179.93387,45.4,822.5,45783,52,310,930,4,3720,3255.542312,32700.09234,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
12,6.39,17,12,Mar,139.523242,3945.0017,6.39,SD,"Nov,2022",35,0.044987328,34,4.679799,6.063315,160,400,2044.015495,22.75312856,22.75312856,1,19.72258065,24.73989455,4.04277517,5.23796373,32590.25172,217.26,1138,45783,183,250,667.5,4,2670,1860.309893,52600.02267,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
1-Dec,4.25,7,1-Dec,Mar,244.165673,4591.697988,4.25,VP,"Oct,2023",24,0.029921149,25,16.001716,19.071321,320,560,5163.522646,12.60977257,4.56,3,24.52765957,27.20936875,13.82352941,16.47529412,55135.10299,106.25,1750.5,45931,30,310,1156.3,4,4625.2,3255.542312,61222.63985,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
1A/1,4,21,1A/1,Mar,196.204559,3472.712764,4,VP,"Jul,2022",38,0.028161081,22,9.067639,10.904844,160,320,2734.655542,13.60544218,6.08,3,18.40425532,25.09167672,7.833333333,9.420454545,24078.63274,88,829,45931,23,200 Kgs.,180,250,310,2732.330155,48360.74072,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
1A/2,4.09,23,1A/2,Mar,139.523242,2525.048037,4.09,VP,"Apr,2022",40,0.028794706,22,7.358642,10.735641,80,320,2243.998808,16.58031088,5.03,3,17.88461538,23.10245656,6.356968215,9.274283174,22316.8098,89.98,834.5,45931,30,250,1000,3,3000,2068.969346,37443.56074,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
1B/1,2.31,23,1B/1,Mar,139.523242,1426.127375,2.31,VP,"May,2022",40,0.016263025,19,12.277267,10.404687,80,240,1997.507747,13.96973225,4.53,2,23.18367347,25.49809886,10.60606061,8.988380041,11644.0059,43.89,394.5,,80,250,1022.5,3,3067.5,2162.308252,22101.88746,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
2,5.24,36,2,Mar,156.963647,3639.402977,5.24,VP,"Jan,2025",2,0.0369,11,0,5.22152,0,80,718.544696,12.94498382,4.39,0,0,21.56923077,0,4.510756419,6491.657728,58,260,45945,16,250,1625,4,6500,2126.131845,49297.08698,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
2A,6.5,31,2A,Mar,156.963647,4514.526594,6.5,VP,"Jan 2025,",2,0.0458,16,0,5.765594,0,80,1069.678188,8.695652174,4.66,0,0,20.91505792,0,4.980769231,12541.12336,104,518,45934,27,250,577.5,3,1732.5,2074.961034,59679.21195,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
3,5,37,3,Mar,104.642431,2315.141843,5,VP,"Aug, 2024",15,0.035201352,21,8.180168,8.781002,160,240,1749.853993,15.94684385,5.42,2,24.03773585,24.3992467,7.066666667,7.585714286,22496.23329,105,796.5,45799,162,250,1310,4,5240,1740.319905,38503.38123,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
4,8.09,17,4,Mar,191.844458,6867.48242,8.09,VP,"Nov,2022",35,0.056955787,16,8.227482,12.229436,160,240,2216.09416,12.59181532,4.75,1,20.74782609,26.17769653,7.107540173,10.56474042,41438.72385,129.44,1367.5,45840,121,310,1550,4,6200,2529.18213,90537.48034,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
5A/1,5.7,31,5A/1,Mar,174.404052,4398.769502,5.7,VP,"Sep,2021",49,0.040129541,20,5.686313,9.67181,0,80,2123.078665,4.381161008,4.381161008,1,22.82142857,23.89186352,4.912280702,8.355263158,26342.84146,114,952.5,45783,44,310,2507.9,3,7523.7,2366.183635,59679.21195,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
5A/2,7.62,29,5A/2,Mar,183.124255,6174.483295,7.62,VP,"Nov,2021",47,0.05364686,19,4.526983,9.350595,0,80,1878.912992,4.95049505,5,0,18.43624161,24.38905515,3.910761155,8.077773173,33017.39539,144.78,1169.5,45783,81,310,1767,4,7068,2383.064297,80350.85623,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
5B/1,4.18,30,5B/1,Mar,191.844458,3548.340731,4.18,VP,"May,2024",17,0.02942833,34,4.984755,6.239089,240,400,2283.530393,20.36659878,5.35,1,28.82407407,28.95953003,4.306220096,5.389811427,25678.39575,142.12,766,45765,196,310,2362.2,4,9448.8,2655.280837,49111.87563,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
6A/1,2,12,6A/1,Mar,191.844458,1697.770685,2,VP,"Apr,2023",30,0.014080541,33,5.401998,8.032841,160,400,2974.170441,15.63721658,3.97,2,26.64285714,29.48689956,4.666666667,6.939393939,15632.99529,66,458,45818,143,310,1116,4,4464,2761.397497,24437.60834,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
6A/2,2,36,6A/2,Mar,261.606079,2315.141843,2,VP,"Feb,2025",8,0.0141,26,6.752497,7.49082,160,240,1968.440405,14.1760189,4.85,3,21.84285714,20.23774146,5.833333333,6.471153846,7883.057975,52,336.5,45911,50,310,923.8,4,3695.2,3991.527414,35323.91976,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
6A/2/1,2,42,6A/2/1,Mar,105.805125,936.346256,2,VP,"May,2024",17,0.014080541,28,7.620675,11.451684,240,480,2875.341478,19.40962394,4.3,3,25.21518987,23.84115523,6.583333333,9.892857143,15289.19673,56,554,45779,182,310,620,4,2480,1617.306913,14312.72135,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
6B/2/3,3,30,6B/2/3,Mar,279.046484,3704.226949,3,VP,"Oct,2021",48,0.021120811,33,9.183396,12.195419,160,400,3436.922527,13.53179973,4.03,2,22.09243697,22.56088207,7.933333333,10.53535354,27238.80135,99,1043,45783,249,310,1295.8,4,5183.2,3720.619785,49389.69265,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
6B/4,3,17,6B/4,Mar,248.525775,3299.077126,3,VP,"Feb,2025",8,0.0227,23,3.464351,3.396829,140,300,1387.093564,25.14668902,4.96,1,29.36206897,22.25229358,2.992776058,2.93444609,5615.37654,74,218,45905,56,310,930,4,3720,3313.676996,43987.69502,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
7,3,12,7,Mar,191.844458,2546.656027,3,VP,"Apr,2023",30,0.021120811,35,5.337688,6.41625,160,480,2990.448153,18.66251944,4.52,1,28.19277108,34.57216495,4.611111111,5.542857143,23291.48451,105,582,45783,178,310,620,4,2480,2596.294994,34464.7449,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
1-Jul,3.73,7,1-Jul,Mar,122.082837,2014.945117,3.73,VP,"Sep,2023",23,0.026260208,35,4.758558,7.687583,160,400,2964.868892,15.68627451,4.38,2,29.64130435,28.727797,4.110813226,6.641133665,28831.61894,130.55,867,45788,173,250,567.5,3,1702.5,1651.773144,27262.08139,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
7A,1.54,43,7A,Mar,52.321216,356.531844,1.54,SD,"Oct,2024",12,0.010842016,35,5.712688,5.175781,160,160,1263.848033,14.71941122,14.71941122,3,25.68421053,24.54356846,4.935064935,4.471243043,6847.032,53.9,241,45783,301,250,600,4,2400,572.39259,3900.448082,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
1-Aug,6,12,1-Aug,Mar,174.404052,4630.283686,6,VP,"Apr,2023",30,0.042241622,23,9.742889,12.242571,160,240,2911.384982,9.584664537,4.35,2,21.90594059,27.37923947,8.416666667,10.57608696,46256.53402,138,1459.5,45947,14,310,620,4,2480,2367.050556,62843.23914,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
2-Aug,6.55,6,2-Aug,Mar,174.404052,5054.726357,6.55,VP,"Oct,2023",24,0.046113771,18,8.011687,10.56443,160,240,2092.848629,13.33333333,5.11,2,23.34558824,28.94423792,6.921119593,9.126378287,36051.38878,117.9,1076,45884,77,310,1860,4,7440,2325.387366,67396.35143,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
9,6.45,18,9,Mar,95.922229,2737.655229,6.45,SD,"Oct,2022",36,0.045409744,22,7.492804,9.042758,160,160,2117.265197,8.786381109,8.786381109,1,20.30538922,23.18899414,6.472868217,7.811839323,29755.36054,141.9,1108.5,45783,55,250,385,4,1540,1278.963051,36502.06972,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
9A,2,18,9A,Mar,174.404052,1543.427895,2,SD,Nov.2022,36,0.014080541,21,10.996924,13.449872,80,240,2583.505364,10.80108011,10.80108011,2,19.76315789,23.40163934,9.5,11.61904762,13219.45992,42,488,45783,23,180,1161,3,3483,2325.387366,20579.0386,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
9A/2,2.4,23,9A/2,Mar,13.080304,138.908511,2.4,VP,Rev 2022,41,0.016896649,4,0,9.646424,40,40,80.225864,57.97101449,4.82,0,0,0,0,0,262.768599,9.6,80,45783,53,180,225,4,900,174.404052,1852.113474,Mar,2023,26.3,12.8,20.9,26,78,73,6.5,72.92,106.3,6
10,2.67,35,10,Apr,247.072408,2919.008007,2.67,SD,Feb.2025,8,0.018797522,17,5.58192,5.967649,140,220,1795.199046,14.24870466,14.24870466,3,25.04854369,22.5042735,4.822097378,5.155320555,6095.768472,45.39,234,45783,178,180,360,3,1080,2906.734207,34341.27067,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
10/2A,3.6,37,10/2A,Apr,118.594756,1889.155744,3.6,VP,"June.,2024",17,0.025344973,23,8.253052,9.988942,160,320,2046.340882,18.18181818,5.72,2,30.42857143,24.89293212,7.12962963,8.629227053,20588.55641,82.8,714.5,45939,22,250,750,3,2250,1133.238776,18051.93266,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
3-Oct,2,12,3-Oct,Apr,197.657926,1749.218281,2,VP,"Apr,2023",30,0.014080541,27,10.418138,10.996924,160,400,2879.992253,16.14856681,4.4,3,24.55555556,27.34697856,9,9.5,16239.56246,54,513,45824,137,310,1317.5,4,5270,2325.387366,20579.0386,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
4-Oct,1.25,48,4-Oct,Apr,0,0,1.25,VP,"June,2024",17,0.008800338,21,12.038738,10.803995,160,320,2175.399881,17.10315339,4.39,3,17.35897436,25.12244898,10.4,9.333333333,7124.849022,26.25,245,45918,43,250,500,4,2000,1307.100238,7229.6735,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
11,6.48,31,11,Apr,217.423719,6234.213955,6.48,VP,Oct.2024,14,0.045620952,35,5.478216,6.895407,160,240,1352.212753,20.63628547,5.11,1,21.06521739,21.63508512,4.732510288,5.956790123,33834.64046,226.8,1351,45788,173,310,2030.5,4,8122,2557.926103,73343.69358,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
1-Nov,2.98,6,1-Nov,Apr,197.657926,2606.335239,2.98,VP,"Oct,2023",23,0.020980006,22,12.30081,18.539498,160,320,3489.243743,10.6631123,5.46,2,21.06315789,23.67047619,10.62639821,16.01586333,28770.26768,65.56,1050,45903,58,310,2008.8,4,8035.2,2559.486765,33749.62331,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
11/1A,2.27,24,11/1A,Apr,276.721097,2779.507849,2.27,VP,"Apr,2022",42,0.015981414,20,13.088541,20.971412,80,240,3805.496424,7.332722273,4.99,1,22.46753247,21.19513678,11.30690162,18.11674009,20179.93387,45.4,822.5,45783,52,310,930,4,3720,3255.542312,32700.09234,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
12,6.39,17,12,Apr,158.126341,4471.001927,6.39,SD,"Nov,2022",35,0.044987328,34,4.679799,6.063315,160,400,2044.015495,22.75312856,22.75312856,1,19.72258065,24.73989455,4.04277517,5.23796373,32590.25172,217.26,1138,45783,183,250,667.5,4,2670,1860.309893,52600.02267,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
1-Dec,4.25,7,1-Dec,Apr,276.721097,5203.924387,4.25,VP,"Oct,2023",24,0.029921149,25,16.001716,19.071321,320,560,5163.522646,12.60977257,4.56,3,24.52765957,27.20936875,13.82352941,16.47529412,55135.10299,106.25,1750.5,45931,30,310,1156.3,4,4625.2,3255.542312,61222.63985,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
1A/1,4,21,1A/1,Apr,222.365167,3935.741133,4,VP,"Jul,2022",38,0.028161081,22,9.067639,10.904844,160,320,2734.655542,13.60544218,6.08,3,18.40425532,25.09167672,7.833333333,9.420454545,24078.63274,88,829,45931,23,200 Kgs.,180,250,310,2732.330155,48360.74072,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
1A/2,4.09,23,1A/2,Apr,158.126341,2861.721108,4.09,VP,"Apr,2022",40,0.028794706,22,7.358642,10.735641,80,320,2243.998808,16.58031088,5.03,3,17.88461538,23.10245656,6.356968215,9.274283174,22316.8098,89.98,834.5,45931,30,250,1000,3,3000,2068.969346,37443.56074,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
1B/1,2.31,23,1B/1,Apr,158.126341,1616.277692,2.31,VP,"May,2022",40,0.016263025,19,12.277267,10.404687,80,240,1997.507747,13.96973225,4.53,2,23.18367347,25.49809886,10.60606061,8.988380041,11644.0059,43.89,394.5,,80,250,1022.5,3,3067.5,2162.308252,22101.88746,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
2,5.24,36,2,Apr,177.892133,4124.656707,5.24,VP,"Jan,2025",2,0.0369,11,0,5.22152,0,80,718.544696,12.94498382,4.39,0,0,21.56923077,0,4.510756419,6491.657728,58,260,45945,16,250,1625,4,6500,2126.131845,49297.08698,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
2A,6.5,31,2A,Apr,177.892133,5116.463473,6.5,VP,"Jan 2025,",2,0.0458,16,0,5.765594,0,80,1069.678188,8.695652174,4.66,0,0,20.91505792,0,4.980769231,12541.12336,104,518,45934,27,250,577.5,3,1732.5,2074.961034,59679.21195,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
3,5,37,3,Apr,246.491061,5453.44523,5,VP,"Aug, 2024",15,0.035201352,21,8.180168,8.781002,160,240,1749.853993,15.94684385,5.42,2,24.03773585,24.3992467,7.066666667,7.585714286,22496.23329,105,796.5,45799,162,250,1310,4,5240,1740.319905,38503.38123,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
4,8.09,17,4,Apr,217.423719,7783.146743,8.09,VP,"Nov,2022",35,0.056955787,16,8.227482,12.229436,160,240,2216.09416,12.59181532,4.75,1,20.74782609,26.17769653,7.107540173,10.56474042,41438.72385,129.44,1367.5,45840,121,310,1550,4,6200,2529.18213,90537.48034,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
5A/1,5.7,31,5A/1,Apr,197.657926,4985.272102,5.7,VP,"Sep,2021",49,0.040129541,20,5.686313,9.67181,0,80,2123.078665,4.381161008,4.381161008,1,22.82142857,23.89186352,4.912280702,8.355263158,26342.84146,114,952.5,45783,44,310,2507.9,3,7523.7,2366.183635,59679.21195,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
5A/2,7.62,29,5A/2,Apr,207.540822,6997.747734,7.62,VP,"Nov,2021",47,0.05364686,19,4.526983,9.350595,0,80,1878.912992,4.95049505,5,0,18.43624161,24.38905515,3.910761155,8.077773173,33017.39539,144.78,1169.5,45783,81,310,1767,4,7068,2383.064297,80350.85623,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
5B/1,4.18,30,5B/1,Apr,217.423719,4021.452829,4.18,VP,"May,2024",17,0.02942833,34,4.984755,6.239089,240,400,2283.530393,20.36659878,5.35,1,28.82407407,28.95953003,4.306220096,5.389811427,25678.39575,142.12,766,45765,196,310,2362.2,4,9448.8,2655.280837,49111.87563,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
6A/1,2,12,6A/1,Apr,217.423719,1924.140109,2,VP,"Apr,2023",30,0.014080541,33,5.401998,8.032841,160,400,2974.170441,15.63721658,3.97,2,26.64285714,29.48689956,4.666666667,6.939393939,15632.99529,66,458,45818,143,310,1116,4,4464,2761.397497,24437.60834,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
6A/2,2,36,6A/2,Apr,296.486889,2623.827422,2,VP,"Feb,2025",8,0.0141,26,6.752497,7.49082,160,240,1968.440405,14.1760189,4.85,3,21.84285714,20.23774146,5.833333333,6.471153846,7883.057975,52,336.5,45911,50,310,923.8,4,3695.2,3991.527414,35323.91976,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
6A/2/1,2,42,6A/2/1,Apr,0,0,2,VP,"May,2024",17,0.014080541,28,7.620675,11.451684,240,480,2875.341478,19.40962394,4.3,3,25.21518987,23.84115523,6.583333333,9.892857143,15289.19673,56,554,45779,182,310,620,4,2480,1617.306913,14312.72135,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
6B/2/3,3,30,6B/2/3,Apr,316.252682,4198.123875,3,VP,"Oct,2021",48,0.021120811,33,9.183396,12.195419,160,400,3436.922527,13.53179973,4.03,2,22.09243697,22.56088207,7.933333333,10.53535354,27238.80135,99,1043,45783,249,310,1295.8,4,5183.2,3720.619785,49389.69265,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
6B/4,3,17,6B/4,Apr,281.662545,3738.954076,3,VP,"Feb,2025",8,0.0227,23,3.464351,3.396829,140,300,1387.093564,25.14668902,4.96,1,29.36206897,22.25229358,2.992776058,2.93444609,5615.37654,74,218,45905,56,310,930,4,3720,3313.676996,43987.69502,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
7,3,12,7,Apr,217.423719,2886.210164,3,VP,"Apr,2023",30,0.021120811,35,5.337688,6.41625,160,480,2990.448153,18.66251944,4.52,1,28.19277108,34.57216495,4.611111111,5.542857143,23291.48451,105,582,45783,178,310,620,4,2480,2596.294994,34464.7449,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
1-Jul,3.73,7,1-Jul,Apr,138.360548,2283.604466,3.73,VP,"Sep,2023",23,0.026260208,35,4.758558,7.687583,160,400,2964.868892,15.68627451,4.38,2,29.64130435,28.727797,4.110813226,6.641133665,28831.61894,130.55,867,45788,173,250,567.5,3,1702.5,1651.773144,27262.08139,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
7A,1.54,43,7A,Apr,0,0,1.54,SD,"Oct,2024",12,0.010842016,35,5.712688,5.175781,160,160,1263.848033,14.71941122,14.71941122,3,25.68421053,24.54356846,4.935064935,4.471243043,6847.032,53.9,241,45783,301,250,600,4,2400,572.39259,3900.448082,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
1-Aug,6,12,1-Aug,Apr,197.657926,5247.654844,6,VP,"Apr,2023",30,0.042241622,23,9.742889,12.242571,160,240,2911.384982,9.584664537,4.35,2,21.90594059,27.37923947,8.416666667,10.57608696,46256.53402,138,1459.5,45947,14,310,620,4,2480,2367.050556,62843.23914,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
2-Aug,6.55,6,2-Aug,Apr,197.657926,5728.689871,6.55,VP,"Oct,2023",24,0.046113771,18,8.011687,10.56443,160,240,2092.848629,13.33333333,5.11,2,23.34558824,28.94423792,6.921119593,9.126378287,36051.38878,117.9,1076,45884,77,310,1860,4,7440,2325.387366,67396.35143,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
9,6.45,18,9,Apr,108.711859,3102.675926,6.45,SD,"Oct,2022",36,0.045409744,22,7.492804,9.042758,160,160,2117.265197,8.786381109,8.786381109,1,20.30538922,23.18899414,6.472868217,7.811839323,29755.36054,141.9,1108.5,45783,55,250,385,4,1540,1278.963051,36502.06972,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
9A,2,18,9A,Apr,197.657926,1749.218281,2,SD,Nov.2022,36,0.014080541,21,10.996924,13.449872,80,240,2583.505364,10.80108011,10.80108011,2,19.76315789,23.40163934,9.5,11.61904762,13219.45992,42,488,45783,23,180,1161,3,3483,2325.387366,20579.0386,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
9A/2,2.4,23,9A/2,Apr,14.824344,157.429645,2.4,VP,Rev 2022,41,0.016896649,4,0,9.646424,40,40,80.225864,57.97101449,4.82,0,0,0,0,0,262.768599,9.6,80,45783,53,180,225,4,900,174.404052,1852.113474,Apr,2023,26.6,13.2,21.4,26,83,79,6.8,60.25,239.3,13
10,2.67,35,10,May,261.606079,3090.71436,2.67,SD,Feb.2025,8,0.018797522,17,5.58192,5.967649,140,220,1795.199046,14.24870466,14.24870466,3,25.04854369,22.5042735,4.822097378,5.155320555,6095.768472,45.39,234,45783,178,180,360,3,1080,2906.734207,34341.27067,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
10/2A,3.6,37,10/2A,May,156.576083,2494.179479,3.6,VP,"June.,2024",17,0.025344973,23,8.253052,9.988942,160,320,2046.340882,18.18181818,5.72,2,30.42857143,24.89293212,7.12962963,8.629227053,20588.55641,82.8,714.5,45939,22,250,750,3,2250,1133.238776,18051.93266,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
3-Oct,2,12,3-Oct,May,209.284863,1852.113474,2,VP,"Apr,2023",30,0.014080541,27,10.418138,10.996924,160,400,2879.992253,16.14856681,4.4,3,24.55555556,27.34697856,9,9.5,16239.56246,54,513,45824,137,310,1317.5,4,5270,2325.387366,20579.0386,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
4-Oct,1.25,48,4-Oct,May,0,0,1.25,VP,"June,2024",17,0.008800338,21,12.038738,10.803995,160,320,2175.399881,17.10315339,4.39,3,17.35897436,25.12244898,10.4,9.333333333,7124.849022,26.25,245,45918,43,250,500,4,2000,1307.100238,7229.6735,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
11,6.48,31,11,May,230.213349,6600.932423,6.48,VP,Oct.2024,14,0.045620952,35,5.478216,6.895407,160,240,1352.212753,20.63628547,5.11,1,21.06521739,21.63508512,4.732510288,5.956790123,33834.64046,226.8,1351,45788,173,310,2030.5,4,8122,2557.926103,73343.69358,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
1-Nov,2.98,6,1-Nov,May,365.351129,4817.552937,2.98,VP,"Oct,2023",23,0.020980006,22,12.30081,18.539498,160,320,3489.243743,10.6631123,5.46,2,21.06315789,23.67047619,10.62639821,16.01586333,28770.26768,65.56,1050,45903,58,310,2008.8,4,8035.2,2559.486765,33749.62331,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
11/1A,2.27,24,11/1A,May,292.998808,2943.008311,2.27,VP,"Apr,2022",42,0.015981414,20,13.088541,20.971412,80,240,3805.496424,7.332722273,4.99,1,22.46753247,21.19513678,11.30690162,18.11674009,20179.93387,45.4,822.5,45783,52,310,930,4,3720,3255.542312,32700.09234,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
12,6.39,17,12,May,167.42789,4734.00204,6.39,SD,"Nov,2022",35,0.044987328,34,4.679799,6.063315,160,400,2044.015495,22.75312856,22.75312856,1,19.72258065,24.73989455,4.04277517,5.23796373,32590.25172,217.26,1138,45783,183,250,667.5,4,2670,1860.309893,52600.02267,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
1-Dec,4.25,7,1-Dec,May,292.998808,5510.037586,4.25,VP,"Oct,2023",24,0.029921149,25,16.001716,19.071321,320,560,5163.522646,12.60977257,4.56,3,24.52765957,27.20936875,13.82352941,16.47529412,55135.10299,106.25,1750.5,45931,30,310,1156.3,4,4625.2,3255.542312,61222.63985,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
1A/1,4,21,1A/1,May,235.445471,4167.255317,4,VP,"Jul,2022",38,0.028161081,22,9.067639,10.904844,160,320,2734.655542,13.60544218,6.08,3,18.40425532,25.09167672,7.833333333,9.420454545,24078.63274,88,829,45931,23,200 Kgs.,180,250,310,2732.330155,48360.74072,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
1A/2,4.09,23,1A/2,May,167.42789,3030.057644,4.09,VP,"Apr,2022",40,0.028794706,22,7.358642,10.735641,80,320,2243.998808,16.58031088,5.03,3,17.88461538,23.10245656,6.356968215,9.274283174,22316.8098,89.98,834.5,45931,30,250,1000,3,3000,2068.969346,37443.56074,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
1B/1,2.31,23,1B/1,May,167.42789,1711.35285,2.31,VP,"May,2022",40,0.016263025,19,12.277267,10.404687,80,240,1997.507747,13.96973225,4.53,2,23.18367347,25.49809886,10.60606061,8.988380041,11644.0059,43.89,394.5,,80,250,1022.5,3,3067.5,2162.308252,22101.88746,May,2023,26.1,15.2,22.9,26.6,86,83,6.3,56.25,132.3,10
